Genetic Sudoku Experiment
Experiment Time: 27/06/2016 10:29:49
Expirement Parameters:,
Orginal Empty Cells:,52,
Population Size:,5,
Max Generations:,50,
Crossover Probability:,0.8,
Mutation Probability:,0.2,
Percent of good indviduals from population:,0.4,
,
Primitive Set:,
Plus,Minus,Multi,div,Mod,Maximum,Minimum,
Terminal Set:,
countEmptyCellInRow,countEmptyCellInCol,countEmptyCellInSquare,NumOfOptionsInCell,numOfOptionsToAppearInBoard,countEmptyCellsInRowsContainsNum,countEmptyCellsInColsContainsNum,countEmptyCellsInSquareContainsNum,countEmptyCellsInRows_ThatNotContainsNum,countEmptyCellsInCols_ThatNotContainsNum,countEmptyCellsInSquare_ThatNotContainsNum,
,
,
Generation,Worst Individual Fitness,Best Individual Fitness,Average Fitness,Best Individual Tree - Prefix,Best Individual Tree - Infix,
20,17.0,6.0,9.8,Multi( div( Minus( Plus( Plus( NumOfOptionsInCell  countEmptyCellInCol )  Mod( countEmptyCellsInRows_ThatNotContainsNum  countEmptyCellsInRows_ThatNotContainsNum ) )  div( Minus( countEmptyCellInCol  numOfOptionsToAppearInBoard )  Multi( countEmptyCellsInSquare_ThatNotContainsNum  countEmptyCellsInRowsContainsNum ) ) )  Minimum( Minimum( Multi( countEmptyCellInRow  countEmptyCellsInColsContainsNum )  Minus( countEmptyCellsInCols_ThatNotContainsNum  countEmptyCellsInRowsContainsNum ) )  Plus( div( countEmptyCellInCol  countEmptyCellsInSquareContainsNum )  Maximum( countEmptyCellInRow  countEmptyCellsInSquareContainsNum ) ) ) )  div( Minus( Plus( Plus( NumOfOptionsInCell  countEmptyCellInCol )  Mod( countEmptyCellsInRows_ThatNotContainsNum  countEmptyCellsInRows_ThatNotContainsNum ) )  div( Minus( countEmptyCellInCol  numOfOptionsToAppearInBoard )  Multi( countEmptyCellsInSquare_ThatNotContainsNum  countEmptyCellsInRowsContainsNum ) ) )  Minimum( Minimum( Multi( countEmptyCellInRow  countEmptyCellsInColsContainsNum )  Minus( countEmptyCellsInCols_ThatNotContainsNum  countEmptyCellsInRowsContainsNum ) )  Plus( div( countEmptyCellInCol  countEmptyCellsInSquareContainsNum )  Maximum( countEmptyCellInRow  countEmptyCellsInSquareContainsNum ) ) ) ) ),((((( NumOfOptionsInCell  +  countEmptyCellInCol ) + ( countEmptyCellsInRows_ThatNotContainsNum  %  countEmptyCellsInRows_ThatNotContainsNum )) - (( countEmptyCellInCol  -  numOfOptionsToAppearInBoard ) / ( countEmptyCellsInSquare_ThatNotContainsNum  *  countEmptyCellsInRowsContainsNum ))) / ((( countEmptyCellInRow  *  countEmptyCellsInColsContainsNum ) Min ( countEmptyCellsInCols_ThatNotContainsNum  -  countEmptyCellsInRowsContainsNum )) Min (( countEmptyCellInCol  /  countEmptyCellsInSquareContainsNum ) + ( countEmptyCellInRow  Max  countEmptyCellsInSquareContainsNum )))) * (((( NumOfOptionsInCell  +  countEmptyCellInCol ) + ( countEmptyCellsInRows_ThatNotContainsNum  %  countEmptyCellsInRows_ThatNotContainsNum )) - (( countEmptyCellInCol  -  numOfOptionsToAppearInBoard ) / ( countEmptyCellsInSquare_ThatNotContainsNum  *  countEmptyCellsInRowsContainsNum ))) / ((( countEmptyCellInRow  *  countEmptyCellsInColsContainsNum ) Min ( countEmptyCellsInCols_ThatNotContainsNum  -  countEmptyCellsInRowsContainsNum )) Min (( countEmptyCellInCol  /  countEmptyCellsInSquareContainsNum ) + ( countEmptyCellInRow  Max  countEmptyCellsInSquareContainsNum ))))),
21,18.0,6.0,9.2,Multi( div( Minus( Plus( Plus( NumOfOptionsInCell  countEmptyCellInCol )  Mod( countEmptyCellsInRows_ThatNotContainsNum  countEmptyCellsInRows_ThatNotContainsNum ) )  div( Minus( countEmptyCellInCol  numOfOptionsToAppearInBoard )  Multi( countEmptyCellsInSquare_ThatNotContainsNum  countEmptyCellsInRowsContainsNum ) ) )  Minimum( Minimum( Multi( countEmptyCellInRow  countEmptyCellsInColsContainsNum )  Minus( countEmptyCellsInCols_ThatNotContainsNum  countEmptyCellsInRowsContainsNum ) )  Plus( div( countEmptyCellInCol  countEmptyCellsInSquareContainsNum )  Maximum( countEmptyCellInRow  countEmptyCellsInSquareContainsNum ) ) ) )  div( Minus( Plus( Plus( NumOfOptionsInCell  countEmptyCellInCol )  Mod( countEmptyCellsInRows_ThatNotContainsNum  countEmptyCellsInRows_ThatNotContainsNum ) )  div( Minus( countEmptyCellInCol  numOfOptionsToAppearInBoard )  Multi( countEmptyCellsInSquare_ThatNotContainsNum  countEmptyCellsInRowsContainsNum ) ) )  Minimum( Minimum( Multi( countEmptyCellInRow  countEmptyCellsInColsContainsNum )  Minus( countEmptyCellsInCols_ThatNotContainsNum  countEmptyCellsInRowsContainsNum ) )  Plus( div( countEmptyCellInCol  countEmptyCellsInSquareContainsNum )  Maximum( countEmptyCellInRow  countEmptyCellsInSquareContainsNum ) ) ) ) ),((((( NumOfOptionsInCell  +  countEmptyCellInCol ) + ( countEmptyCellsInRows_ThatNotContainsNum  %  countEmptyCellsInRows_ThatNotContainsNum )) - (( countEmptyCellInCol  -  numOfOptionsToAppearInBoard ) / ( countEmptyCellsInSquare_ThatNotContainsNum  *  countEmptyCellsInRowsContainsNum ))) / ((( countEmptyCellInRow  *  countEmptyCellsInColsContainsNum ) Min ( countEmptyCellsInCols_ThatNotContainsNum  -  countEmptyCellsInRowsContainsNum )) Min (( countEmptyCellInCol  /  countEmptyCellsInSquareContainsNum ) + ( countEmptyCellInRow  Max  countEmptyCellsInSquareContainsNum )))) * (((( NumOfOptionsInCell  +  countEmptyCellInCol ) + ( countEmptyCellsInRows_ThatNotContainsNum  %  countEmptyCellsInRows_ThatNotContainsNum )) - (( countEmptyCellInCol  -  numOfOptionsToAppearInBoard ) / ( countEmptyCellsInSquare_ThatNotContainsNum  *  countEmptyCellsInRowsContainsNum ))) / ((( countEmptyCellInRow  *  countEmptyCellsInColsContainsNum ) Min ( countEmptyCellsInCols_ThatNotContainsNum  -  countEmptyCellsInRowsContainsNum )) Min (( countEmptyCellInCol  /  countEmptyCellsInSquareContainsNum ) + ( countEmptyCellInRow  Max  countEmptyCellsInSquareContainsNum ))))),
22,14.0,6.0,8.4,Multi( div( Minus( Plus( Plus( NumOfOptionsInCell  countEmptyCellInCol )  Mod( countEmptyCellsInRows_ThatNotContainsNum  countEmptyCellsInRows_ThatNotContainsNum ) )  div( Minus( countEmptyCellInCol  numOfOptionsToAppearInBoard )  Multi( countEmptyCellsInSquare_ThatNotContainsNum  countEmptyCellsInRowsContainsNum ) ) )  Minimum( Minimum( Multi( countEmptyCellInRow  countEmptyCellsInColsContainsNum )  Minus( countEmptyCellsInCols_ThatNotContainsNum  countEmptyCellsInRowsContainsNum ) )  Plus( div( countEmptyCellInCol  countEmptyCellsInSquareContainsNum )  Maximum( countEmptyCellInRow  countEmptyCellsInSquareContainsNum ) ) ) )  div( Minus( Plus( Plus( NumOfOptionsInCell  countEmptyCellInCol )  Mod( countEmptyCellsInRows_ThatNotContainsNum  countEmptyCellsInRows_ThatNotContainsNum ) )  div( Minus( countEmptyCellInCol  numOfOptionsToAppearInBoard )  Multi( countEmptyCellsInSquare_ThatNotContainsNum  countEmptyCellsInRowsContainsNum ) ) )  Minimum( Minimum( Multi( countEmptyCellInRow  countEmptyCellsInColsContainsNum )  Minus( countEmptyCellsInCols_ThatNotContainsNum  countEmptyCellsInRowsContainsNum ) )  Plus( div( countEmptyCellInCol  countEmptyCellsInSquareContainsNum )  Maximum( countEmptyCellInRow  countEmptyCellsInSquareContainsNum ) ) ) ) ),((((( NumOfOptionsInCell  +  countEmptyCellInCol ) + ( countEmptyCellsInRows_ThatNotContainsNum  %  countEmptyCellsInRows_ThatNotContainsNum )) - (( countEmptyCellInCol  -  numOfOptionsToAppearInBoard ) / ( countEmptyCellsInSquare_ThatNotContainsNum  *  countEmptyCellsInRowsContainsNum ))) / ((( countEmptyCellInRow  *  countEmptyCellsInColsContainsNum ) Min ( countEmptyCellsInCols_ThatNotContainsNum  -  countEmptyCellsInRowsContainsNum )) Min (( countEmptyCellInCol  /  countEmptyCellsInSquareContainsNum ) + ( countEmptyCellInRow  Max  countEmptyCellsInSquareContainsNum )))) * (((( NumOfOptionsInCell  +  countEmptyCellInCol ) + ( countEmptyCellsInRows_ThatNotContainsNum  %  countEmptyCellsInRows_ThatNotContainsNum )) - (( countEmptyCellInCol  -  numOfOptionsToAppearInBoard ) / ( countEmptyCellsInSquare_ThatNotContainsNum  *  countEmptyCellsInRowsContainsNum ))) / ((( countEmptyCellInRow  *  countEmptyCellsInColsContainsNum ) Min ( countEmptyCellsInCols_ThatNotContainsNum  -  countEmptyCellsInRowsContainsNum )) Min (( countEmptyCellInCol  /  countEmptyCellsInSquareContainsNum ) + ( countEmptyCellInRow  Max  countEmptyCellsInSquareContainsNum ))))),
23,17.0,5.0,9.6,Minimum( div( Minus( Plus( Plus( NumOfOptionsInCell  countEmptyCellInCol )  Mod( countEmptyCellsInRows_ThatNotContainsNum  countEmptyCellsInRows_ThatNotContainsNum ) )  div( Minus( countEmptyCellInCol  numOfOptionsToAppearInBoard )  Multi( countEmptyCellsInSquare_ThatNotContainsNum  countEmptyCellsInRowsContainsNum ) ) )  Minimum( Minus( div( NumOfOptionsInCell  countEmptyCellsInCols_ThatNotContainsNum )  Minimum( countEmptyCellsInColsContainsNum  countEmptyCellsInRows_ThatNotContainsNum ) )  Plus( div( countEmptyCellInCol  countEmptyCellsInSquareContainsNum )  Maximum( countEmptyCellInRow  countEmptyCellsInSquareContainsNum ) ) ) )  Minus( Multi( div( Minimum( countEmptyCellsInColsContainsNum  NumOfOptionsInCell )  Minimum( countEmptyCellsInRowsContainsNum  countEmptyCellsInColsContainsNum ) )  Plus( Mod( countEmptyCellsInSquare_ThatNotContainsNum  countEmptyCellsInRows_ThatNotContainsNum )  Minus( countEmptyCellsInSquare_ThatNotContainsNum  NumOfOptionsInCell ) ) )  div( Mod( Minimum( countEmptyCellsInColsContainsNum  countEmptyCellsInRows_ThatNotContainsNum )  Multi( countEmptyCellInRow  NumOfOptionsInCell ) )  Maximum( Mod( countEmptyCellInRow  countEmptyCellInSquare )  Plus( countEmptyCellInRow  countEmptyCellsInRowsContainsNum ) ) ) ) ),((((( NumOfOptionsInCell  +  countEmptyCellInCol ) + ( countEmptyCellsInRows_ThatNotContainsNum  %  countEmptyCellsInRows_ThatNotContainsNum )) - (( countEmptyCellInCol  -  numOfOptionsToAppearInBoard ) / ( countEmptyCellsInSquare_ThatNotContainsNum  *  countEmptyCellsInRowsContainsNum ))) / ((( NumOfOptionsInCell  /  countEmptyCellsInCols_ThatNotContainsNum ) - ( countEmptyCellsInColsContainsNum  Min  countEmptyCellsInRows_ThatNotContainsNum )) Min (( countEmptyCellInCol  /  countEmptyCellsInSquareContainsNum ) + ( countEmptyCellInRow  Max  countEmptyCellsInSquareContainsNum )))) Min (((( countEmptyCellsInColsContainsNum  Min  NumOfOptionsInCell ) / ( countEmptyCellsInRowsContainsNum  Min  countEmptyCellsInColsContainsNum )) * (( countEmptyCellsInSquare_ThatNotContainsNum  %  countEmptyCellsInRows_ThatNotContainsNum ) + ( countEmptyCellsInSquare_ThatNotContainsNum  -  NumOfOptionsInCell ))) - ((( countEmptyCellsInColsContainsNum  Min  countEmptyCellsInRows_ThatNotContainsNum ) % ( countEmptyCellInRow  *  NumOfOptionsInCell )) / (( countEmptyCellInRow  %  countEmptyCellInSquare ) Max ( countEmptyCellInRow  +  countEmptyCellsInRowsContainsNum ))))),
24,14.0,4.0,7.8,Minus( div( Minus( Plus( Plus( NumOfOptionsInCell  countEmptyCellInCol )  Mod( countEmptyCellsInRows_ThatNotContainsNum  countEmptyCellsInRows_ThatNotContainsNum ) )  div( Minus( countEmptyCellInCol  numOfOptionsToAppearInBoard )  Multi( countEmptyCellsInSquare_ThatNotContainsNum  countEmptyCellsInRowsContainsNum ) ) )  Minimum( Minimum( Multi( countEmptyCellInRow  countEmptyCellsInColsContainsNum )  Minus( countEmptyCellsInCols_ThatNotContainsNum  countEmptyCellsInRowsContainsNum ) )  Plus( div( countEmptyCellInCol  countEmptyCellsInSquareContainsNum )  Maximum( countEmptyCellInRow  countEmptyCellsInSquareContainsNum ) ) ) )  div( Minus( Plus( Plus( NumOfOptionsInCell  countEmptyCellInCol )  Mod( countEmptyCellsInRows_ThatNotContainsNum  countEmptyCellsInRows_ThatNotContainsNum ) )  div( Minus( countEmptyCellInCol  numOfOptionsToAppearInBoard )  Multi( countEmptyCellsInSquare_ThatNotContainsNum  countEmptyCellsInRowsContainsNum ) ) )  Minimum( Minus( div( NumOfOptionsInCell  countEmptyCellsInCols_ThatNotContainsNum )  Minimum( countEmptyCellsInColsContainsNum  countEmptyCellsInRows_ThatNotContainsNum ) )  Plus( div( countEmptyCellInCol  countEmptyCellsInSquareContainsNum )  Maximum( countEmptyCellInRow  countEmptyCellsInSquareContainsNum ) ) ) ) ),((((( NumOfOptionsInCell  +  countEmptyCellInCol ) + ( countEmptyCellsInRows_ThatNotContainsNum  %  countEmptyCellsInRows_ThatNotContainsNum )) - (( countEmptyCellInCol  -  numOfOptionsToAppearInBoard ) / ( countEmptyCellsInSquare_ThatNotContainsNum  *  countEmptyCellsInRowsContainsNum ))) / ((( countEmptyCellInRow  *  countEmptyCellsInColsContainsNum ) Min ( countEmptyCellsInCols_ThatNotContainsNum  -  countEmptyCellsInRowsContainsNum )) Min (( countEmptyCellInCol  /  countEmptyCellsInSquareContainsNum ) + ( countEmptyCellInRow  Max  countEmptyCellsInSquareContainsNum )))) - (((( NumOfOptionsInCell  +  countEmptyCellInCol ) + ( countEmptyCellsInRows_ThatNotContainsNum  %  countEmptyCellsInRows_ThatNotContainsNum )) - (( countEmptyCellInCol  -  numOfOptionsToAppearInBoard ) / ( countEmptyCellsInSquare_ThatNotContainsNum  *  countEmptyCellsInRowsContainsNum ))) / ((( NumOfOptionsInCell  /  countEmptyCellsInCols_ThatNotContainsNum ) - ( countEmptyCellsInColsContainsNum  Min  countEmptyCellsInRows_ThatNotContainsNum )) Min (( countEmptyCellInCol  /  countEmptyCellsInSquareContainsNum ) + ( countEmptyCellInRow  Max  countEmptyCellsInSquareContainsNum ))))),
25,16.0,6.0,10.8,Plus( div( Minus( Plus( Plus( NumOfOptionsInCell  countEmptyCellInCol )  Mod( countEmptyCellsInRows_ThatNotContainsNum  countEmptyCellsInRows_ThatNotContainsNum ) )  div( Minus( countEmptyCellInCol  numOfOptionsToAppearInBoard )  Multi( countEmptyCellsInSquare_ThatNotContainsNum  countEmptyCellsInRowsContainsNum ) ) )  Minimum( Minimum( Multi( countEmptyCellInRow  countEmptyCellsInColsContainsNum )  Minus( countEmptyCellsInCols_ThatNotContainsNum  countEmptyCellsInRowsContainsNum ) )  Plus( div( countEmptyCellInCol  countEmptyCellsInSquareContainsNum )  Maximum( countEmptyCellInRow  countEmptyCellsInSquareContainsNum ) ) ) )  div( Minus( Plus( Plus( NumOfOptionsInCell  countEmptyCellInCol )  Mod( countEmptyCellsInRows_ThatNotContainsNum  countEmptyCellsInRows_ThatNotContainsNum ) )  div( Minus( countEmptyCellInCol  numOfOptionsToAppearInBoard )  Multi( countEmptyCellsInSquare_ThatNotContainsNum  countEmptyCellsInRowsContainsNum ) ) )  Minimum( Minimum( Multi( countEmptyCellInRow  countEmptyCellsInColsContainsNum )  Minus( countEmptyCellsInCols_ThatNotContainsNum  countEmptyCellsInRowsContainsNum ) )  Plus( div( countEmptyCellInCol  countEmptyCellsInSquareContainsNum )  Maximum( countEmptyCellInRow  countEmptyCellsInSquareContainsNum ) ) ) ) ),((((( NumOfOptionsInCell  +  countEmptyCellInCol ) + ( countEmptyCellsInRows_ThatNotContainsNum  %  countEmptyCellsInRows_ThatNotContainsNum )) - (( countEmptyCellInCol  -  numOfOptionsToAppearInBoard ) / ( countEmptyCellsInSquare_ThatNotContainsNum  *  countEmptyCellsInRowsContainsNum ))) / ((( countEmptyCellInRow  *  countEmptyCellsInColsContainsNum ) Min ( countEmptyCellsInCols_ThatNotContainsNum  -  countEmptyCellsInRowsContainsNum )) Min (( countEmptyCellInCol  /  countEmptyCellsInSquareContainsNum ) + ( countEmptyCellInRow  Max  countEmptyCellsInSquareContainsNum )))) + (((( NumOfOptionsInCell  +  countEmptyCellInCol ) + ( countEmptyCellsInRows_ThatNotContainsNum  %  countEmptyCellsInRows_ThatNotContainsNum )) - (( countEmptyCellInCol  -  numOfOptionsToAppearInBoard ) / ( countEmptyCellsInSquare_ThatNotContainsNum  *  countEmptyCellsInRowsContainsNum ))) / ((( countEmptyCellInRow  *  countEmptyCellsInColsContainsNum ) Min ( countEmptyCellsInCols_ThatNotContainsNum  -  countEmptyCellsInRowsContainsNum )) Min (( countEmptyCellInCol  /  countEmptyCellsInSquareContainsNum ) + ( countEmptyCellInRow  Max  countEmptyCellsInSquareContainsNum ))))),
26,19.0,6.0,9.0,Plus( div( Minus( Plus( Plus( NumOfOptionsInCell  countEmptyCellInCol )  Mod( countEmptyCellsInRows_ThatNotContainsNum  countEmptyCellsInRows_ThatNotContainsNum ) )  div( Minus( countEmptyCellInCol  numOfOptionsToAppearInBoard )  Multi( countEmptyCellsInSquare_ThatNotContainsNum  countEmptyCellsInRowsContainsNum ) ) )  Minimum( Minimum( Multi( countEmptyCellInRow  countEmptyCellsInColsContainsNum )  Minus( countEmptyCellsInCols_ThatNotContainsNum  countEmptyCellsInRowsContainsNum ) )  Plus( div( countEmptyCellInCol  countEmptyCellsInSquareContainsNum )  Maximum( countEmptyCellInRow  countEmptyCellsInSquareContainsNum ) ) ) )  div( Minus( Plus( Plus( NumOfOptionsInCell  countEmptyCellInCol )  Mod( countEmptyCellsInRows_ThatNotContainsNum  countEmptyCellsInRows_ThatNotContainsNum ) )  div( Minus( countEmptyCellInCol  numOfOptionsToAppearInBoard )  Multi( countEmptyCellsInSquare_ThatNotContainsNum  countEmptyCellsInRowsContainsNum ) ) )  Minimum( Minimum( Multi( countEmptyCellInRow  countEmptyCellsInColsContainsNum )  Minus( countEmptyCellsInCols_ThatNotContainsNum  countEmptyCellsInRowsContainsNum ) )  Plus( div( countEmptyCellInCol  countEmptyCellsInSquareContainsNum )  Maximum( countEmptyCellInRow  countEmptyCellsInSquareContainsNum ) ) ) ) ),((((( NumOfOptionsInCell  +  countEmptyCellInCol ) + ( countEmptyCellsInRows_ThatNotContainsNum  %  countEmptyCellsInRows_ThatNotContainsNum )) - (( countEmptyCellInCol  -  numOfOptionsToAppearInBoard ) / ( countEmptyCellsInSquare_ThatNotContainsNum  *  countEmptyCellsInRowsContainsNum ))) / ((( countEmptyCellInRow  *  countEmptyCellsInColsContainsNum ) Min ( countEmptyCellsInCols_ThatNotContainsNum  -  countEmptyCellsInRowsContainsNum )) Min (( countEmptyCellInCol  /  countEmptyCellsInSquareContainsNum ) + ( countEmptyCellInRow  Max  countEmptyCellsInSquareContainsNum )))) + (((( NumOfOptionsInCell  +  countEmptyCellInCol ) + ( countEmptyCellsInRows_ThatNotContainsNum  %  countEmptyCellsInRows_ThatNotContainsNum )) - (( countEmptyCellInCol  -  numOfOptionsToAppearInBoard ) / ( countEmptyCellsInSquare_ThatNotContainsNum  *  countEmptyCellsInRowsContainsNum ))) / ((( countEmptyCellInRow  *  countEmptyCellsInColsContainsNum ) Min ( countEmptyCellsInCols_ThatNotContainsNum  -  countEmptyCellsInRowsContainsNum )) Min (( countEmptyCellInCol  /  countEmptyCellsInSquareContainsNum ) + ( countEmptyCellInRow  Max  countEmptyCellsInSquareContainsNum ))))),
27,15.0,6.0,7.8,Plus( div( Minus( Plus( Plus( NumOfOptionsInCell  countEmptyCellInCol )  Mod( countEmptyCellsInRows_ThatNotContainsNum  countEmptyCellsInRows_ThatNotContainsNum ) )  div( Minus( countEmptyCellInCol  numOfOptionsToAppearInBoard )  Multi( countEmptyCellsInSquare_ThatNotContainsNum  countEmptyCellsInRowsContainsNum ) ) )  Minimum( Minimum( Multi( countEmptyCellInRow  countEmptyCellsInColsContainsNum )  Minus( countEmptyCellsInCols_ThatNotContainsNum  countEmptyCellsInRowsContainsNum ) )  Plus( div( countEmptyCellInCol  countEmptyCellsInSquareContainsNum )  Maximum( countEmptyCellInRow  countEmptyCellsInSquareContainsNum ) ) ) )  div( Minus( Plus( Plus( NumOfOptionsInCell  countEmptyCellInCol )  Mod( countEmptyCellsInRows_ThatNotContainsNum  countEmptyCellsInRows_ThatNotContainsNum ) )  div( Minus( countEmptyCellInCol  numOfOptionsToAppearInBoard )  Multi( countEmptyCellsInSquare_ThatNotContainsNum  countEmptyCellsInRowsContainsNum ) ) )  Minimum( Minimum( Multi( countEmptyCellInRow  countEmptyCellsInColsContainsNum )  Minus( countEmptyCellsInCols_ThatNotContainsNum  countEmptyCellsInRowsContainsNum ) )  Plus( div( countEmptyCellInCol  countEmptyCellsInSquareContainsNum )  Maximum( countEmptyCellInRow  countEmptyCellsInSquareContainsNum ) ) ) ) ),((((( NumOfOptionsInCell  +  countEmptyCellInCol ) + ( countEmptyCellsInRows_ThatNotContainsNum  %  countEmptyCellsInRows_ThatNotContainsNum )) - (( countEmptyCellInCol  -  numOfOptionsToAppearInBoard ) / ( countEmptyCellsInSquare_ThatNotContainsNum  *  countEmptyCellsInRowsContainsNum ))) / ((( countEmptyCellInRow  *  countEmptyCellsInColsContainsNum ) Min ( countEmptyCellsInCols_ThatNotContainsNum  -  countEmptyCellsInRowsContainsNum )) Min (( countEmptyCellInCol  /  countEmptyCellsInSquareContainsNum ) + ( countEmptyCellInRow  Max  countEmptyCellsInSquareContainsNum )))) + (((( NumOfOptionsInCell  +  countEmptyCellInCol ) + ( countEmptyCellsInRows_ThatNotContainsNum  %  countEmptyCellsInRows_ThatNotContainsNum )) - (( countEmptyCellInCol  -  numOfOptionsToAppearInBoard ) / ( countEmptyCellsInSquare_ThatNotContainsNum  *  countEmptyCellsInRowsContainsNum ))) / ((( countEmptyCellInRow  *  countEmptyCellsInColsContainsNum ) Min ( countEmptyCellsInCols_ThatNotContainsNum  -  countEmptyCellsInRowsContainsNum )) Min (( countEmptyCellInCol  /  countEmptyCellsInSquareContainsNum ) + ( countEmptyCellInRow  Max  countEmptyCellsInSquareContainsNum ))))),
28,15.0,6.0,8.6,Plus( div( Minus( Plus( Plus( NumOfOptionsInCell  countEmptyCellInCol )  Mod( countEmptyCellsInRows_ThatNotContainsNum  countEmptyCellsInRows_ThatNotContainsNum ) )  div( Minus( countEmptyCellInCol  numOfOptionsToAppearInBoard )  Multi( countEmptyCellsInSquare_ThatNotContainsNum  countEmptyCellsInRowsContainsNum ) ) )  Minimum( Minimum( Multi( countEmptyCellInRow  countEmptyCellsInColsContainsNum )  Minus( countEmptyCellsInCols_ThatNotContainsNum  countEmptyCellsInRowsContainsNum ) )  Plus( div( countEmptyCellInCol  countEmptyCellsInSquareContainsNum )  Maximum( countEmptyCellInRow  countEmptyCellsInSquareContainsNum ) ) ) )  div( Minus( Plus( Plus( NumOfOptionsInCell  countEmptyCellInCol )  Mod( countEmptyCellsInRows_ThatNotContainsNum  countEmptyCellsInRows_ThatNotContainsNum ) )  div( Minus( countEmptyCellInCol  numOfOptionsToAppearInBoard )  Multi( countEmptyCellsInSquare_ThatNotContainsNum  countEmptyCellsInRowsContainsNum ) ) )  Minimum( Minimum( Multi( countEmptyCellInRow  countEmptyCellsInColsContainsNum )  Minus( countEmptyCellsInCols_ThatNotContainsNum  countEmptyCellsInRowsContainsNum ) )  Plus( div( countEmptyCellInCol  countEmptyCellsInSquareContainsNum )  Maximum( countEmptyCellInRow  countEmptyCellsInSquareContainsNum ) ) ) ) ),((((( NumOfOptionsInCell  +  countEmptyCellInCol ) + ( countEmptyCellsInRows_ThatNotContainsNum  %  countEmptyCellsInRows_ThatNotContainsNum )) - (( countEmptyCellInCol  -  numOfOptionsToAppearInBoard ) / ( countEmptyCellsInSquare_ThatNotContainsNum  *  countEmptyCellsInRowsContainsNum ))) / ((( countEmptyCellInRow  *  countEmptyCellsInColsContainsNum ) Min ( countEmptyCellsInCols_ThatNotContainsNum  -  countEmptyCellsInRowsContainsNum )) Min (( countEmptyCellInCol  /  countEmptyCellsInSquareContainsNum ) + ( countEmptyCellInRow  Max  countEmptyCellsInSquareContainsNum )))) + (((( NumOfOptionsInCell  +  countEmptyCellInCol ) + ( countEmptyCellsInRows_ThatNotContainsNum  %  countEmptyCellsInRows_ThatNotContainsNum )) - (( countEmptyCellInCol  -  numOfOptionsToAppearInBoard ) / ( countEmptyCellsInSquare_ThatNotContainsNum  *  countEmptyCellsInRowsContainsNum ))) / ((( countEmptyCellInRow  *  countEmptyCellsInColsContainsNum ) Min ( countEmptyCellsInCols_ThatNotContainsNum  -  countEmptyCellsInRowsContainsNum )) Min (( countEmptyCellInCol  /  countEmptyCellsInSquareContainsNum ) + ( countEmptyCellInRow  Max  countEmptyCellsInSquareContainsNum ))))),
29,15.0,6.0,8.2,Plus( div( Minus( Plus( Plus( NumOfOptionsInCell  countEmptyCellInCol )  Mod( countEmptyCellsInRows_ThatNotContainsNum  countEmptyCellsInRows_ThatNotContainsNum ) )  div( Minus( countEmptyCellInCol  numOfOptionsToAppearInBoard )  Multi( countEmptyCellsInSquare_ThatNotContainsNum  countEmptyCellsInRowsContainsNum ) ) )  Minimum( Minimum( Multi( countEmptyCellInRow  countEmptyCellsInColsContainsNum )  Minus( countEmptyCellsInCols_ThatNotContainsNum  countEmptyCellsInRowsContainsNum ) )  Plus( div( countEmptyCellInCol  countEmptyCellsInSquareContainsNum )  Maximum( countEmptyCellInRow  countEmptyCellsInSquareContainsNum ) ) ) )  div( Minus( Plus( Plus( NumOfOptionsInCell  countEmptyCellInCol )  Mod( countEmptyCellsInRows_ThatNotContainsNum  countEmptyCellsInRows_ThatNotContainsNum ) )  div( Minus( countEmptyCellInCol  numOfOptionsToAppearInBoard )  Multi( countEmptyCellsInSquare_ThatNotContainsNum  countEmptyCellsInRowsContainsNum ) ) )  Minimum( Minimum( Multi( countEmptyCellInRow  countEmptyCellsInColsContainsNum )  Minus( countEmptyCellsInCols_ThatNotContainsNum  countEmptyCellsInRowsContainsNum ) )  Plus( div( countEmptyCellInCol  countEmptyCellsInSquareContainsNum )  Maximum( countEmptyCellInRow  countEmptyCellsInSquareContainsNum ) ) ) ) ),((((( NumOfOptionsInCell  +  countEmptyCellInCol ) + ( countEmptyCellsInRows_ThatNotContainsNum  %  countEmptyCellsInRows_ThatNotContainsNum )) - (( countEmptyCellInCol  -  numOfOptionsToAppearInBoard ) / ( countEmptyCellsInSquare_ThatNotContainsNum  *  countEmptyCellsInRowsContainsNum ))) / ((( countEmptyCellInRow  *  countEmptyCellsInColsContainsNum ) Min ( countEmptyCellsInCols_ThatNotContainsNum  -  countEmptyCellsInRowsContainsNum )) Min (( countEmptyCellInCol  /  countEmptyCellsInSquareContainsNum ) + ( countEmptyCellInRow  Max  countEmptyCellsInSquareContainsNum )))) + (((( NumOfOptionsInCell  +  countEmptyCellInCol ) + ( countEmptyCellsInRows_ThatNotContainsNum  %  countEmptyCellsInRows_ThatNotContainsNum )) - (( countEmptyCellInCol  -  numOfOptionsToAppearInBoard ) / ( countEmptyCellsInSquare_ThatNotContainsNum  *  countEmptyCellsInRowsContainsNum ))) / ((( countEmptyCellInRow  *  countEmptyCellsInColsContainsNum ) Min ( countEmptyCellsInCols_ThatNotContainsNum  -  countEmptyCellsInRowsContainsNum )) Min (( countEmptyCellInCol  /  countEmptyCellsInSquareContainsNum ) + ( countEmptyCellInRow  Max  countEmptyCellsInSquareContainsNum ))))),
